30.11.2021                                       Edition de liste dynamique                                               1
---------------------------------------------------------------------------------------------------------------------------
ElémentOTP/Art.     BBG-213728-0209-02-001 / PCR0380P
Div./Util./Alt.     1000 / 2 / 01
Désignation         MASTERFOLD
Qté de base   (PC ) 1,000
Qté utilis. (PC )   1

---------------------------------------------------------------------------------------------------------------------------
|Niv|Noeud|N° composante                 |Déb.valid.|Fin valid.|Désignation objet                       |Gp.mar.ext|CatNcl|
| 5 |   18|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 5 |   19|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 5 |   20|BSA870102016                  |01.06.2008|31.12.9999|GOUP EL LOURDE  2   X  16               |SCC       |M     |
| 5 |   21|BSA0652207400                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |   22|BSA1002108078                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 25                     |SCC       |M     |
| 5 |   23|BSA872208015                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 16      |SCC       |M     |
| 4 |    9|BSA03220000NC                 |21.06.2021|31.12.9999|PLIEUR EN Z DROIT                       |GOC       |P     |
| 5 |    1|BSA00270000BU                 |05.05.2014|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    2|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    3|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 6 |    4|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 6 |    5|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 6 |    6|BSA1017100607                 |05.05.2014|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |    8|BSA0650202000                 |01.06.2008|31.12.9999|VE DE BLOCAGE                           |CMP       |M     |
| 6 |    9|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 6 |   10|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |   13|BSA0322496200                 |26.11.2009|31.12.9999|PLAQUETTE                               |CMP       |M     |
| 6 |   15|BSA0251276100                 |02.12.2009|31.12.9999|ETRIER                                  |CMP       |M     |
| 5 |    2|BSA0251197100                 |01.06.2008|31.12.9999|FIXATION DE GUIDE                       |CMP       |M     |
| 5 |    3|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |    4|BSA0251324500                 |01.06.2008|31.12.9999|ETRIER                                  |CMP       |M     |
| 5 |    5|BSA0322223400                 |01.06.2008|31.12.9999|EQUERRE PORTE-OUTIL                     |CMP       |M     |
| 5 |    6|BSA1007068700                 |01.06.2008|31.12.9999|RDL AC     8,2 / 16   X 3,5             |SCD       |M     |
| 5 |    7|BSA816008020                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |    8|BSA06260000QA                 |05.05.2014|31.12.9999|FER DE PLIAGE                           |CMP       |M     |
| 6 |    1|BSA0626153601                 |01.06.2008|31.12.9999|ANGLE                                   |CMP       |M     |
| 7 |    1|BSA217743021                  |01.06.2008|31.12.9999|EQUERRE EGALE ETIREE 20X20X4            |RMA       |M     |
| 6 |    2|BSA0652195500                 |01.06.2008|31.12.9999|LAME                                    |CMP       |M     |
| 5 |    9|BSA0322235500                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 6 |    1|BSA214520010                  |14.12.2009|31.12.9999|TOLE LAMINEE 3000X1500X10               |RMA       |M     |
| 5 |   10|BSA816008020                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |   11|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   12|BSA0322259900                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |   13|BSA0322260200                 |01.06.2008|31.12.9999|LAME DE PLIAGE C.O.C.                   |CMP       |M     |
| 5 |   14|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |   15|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   16|BSA0322260300                 |01.06.2008|31.12.9999|GUIDE C.O.C                             |CMP       |M     |
| 5 |   17|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |   18|BSA0322260400                 |01.06.2008|31.12.9999|GUIDE UHMW-PE 20 / 15 X 700             |CMP       |M     |
| 5 |   19|BSA0555003200                 |01.06.2008|31.12.9999|TIGE 200                                |CMP       |M     |
| 5 |   20|BSA0626246700                 |01.06.2008|31.12.9999|TUBE                                    |CMP       |M     |
| 5 |   21|BSA0626455600                 |01.06.2008|31.12.9999|GUIDE INFERIEUR                         |CMP       |M     |
| 6 |    1|BSA274510200                  |02.06.2010|31.12.9999|TOLE LAMINEE 3000X1500X2                |RMA       |M     |
| 5 |   22|BSA0626455700                 |01.06.2008|31.12.9999|EQUERRE                                 |CMP       |M     |
| 5 |   23|BSA1002108082                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 45                     |SCC       |M     |
| 5 |   24|BSA0627109600                 |01.06.2008|31.12.9999|TUBE CARRE                              |CMP       |M     |
| 5 |   25|BSA06330000NP                 |01.06.2008|31.12.9999|ETRIER                                  |GOC       |M     |
| 6 |    1|BSA0629159000                 |01.06.2008|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    2|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    3|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 6 |    4|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 6 |    5|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 6 |    6|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |    7|BSA870102016                  |01.06.2008|31.12.9999|GOUP EL LOURDE  2   X  16               |SCC       |M     |
| 5 |   26|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |   27|BSA06500000XJ                 |05.05.2014|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    1|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    2|BSA0650202000                 |01.06.2008|31.12.9999|VE DE BLOCAGE                           |CMP       |M     |
| 6 |    3|BSA0650237500                 |01.06.2008|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    4|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 6 |    5|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 6 |    6|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 6 |    7|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 6 |    8|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |   10|BSA0322496200                 |26.11.2009|31.12.9999|PLAQUETTE                               |CMP       |M     |
| 5 |   28|BSA1007034700                 |01.06.2008|31.12.9999|RDL AC     8,5 / 25   X 3               |SCD       |M     |
| 5 |   29|BSA1008708040                 |01.06.2008|31.12.9999|ENTRETOISE TAR  M 8/16 X 150            |SCD       |M     |
| 5 |   30|BSA872208015                  |01.06.2008|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 16      |SCC       |M     |
| 5 |   31|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 5 |   32|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 5 |   33|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 5 |   34|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 5 |   35|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 5 |   36|BSA870102016                  |01.06.2008|31.12.9999|GOUP EL LOURDE  2   X  16               |SCC       |M     |
| 5 |   37|BSA0322308200                 |05.05.2014|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |   38|BSA872208012                  |05.05.2014|31.12.9999|V TR 6P EXTRA BASSE   M 8     X 12      |SCC       |M     |
| 5 |   39|BSA0251203400                 |05.05.2014|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |   40|BSA0650202000                 |05.05.2014|31.12.9999|VE DE BLOCAGE                           |CMP       |M     |
| 5 |   41|BSA1017100607                 |05.05.2014|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 5 |   42|BSA1002108076                 |05.05.2014|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |   48|BSA1008408102                 |01.01.2015|31.12.9999|ENTRETOISE   8,1 / 20  X  8             |SCD       |M     |
| 4 |   10|BSA03220000ND                 |21.06.2021|31.12.9999|PLIEUR EN Z GAUCHE                      |GOC       |P     |
| 5 |    1|BSA00270000BU                 |05.05.2014|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    2|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    3|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 6 |    4|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 6 |    5|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 6 |    6|BSA1017100607                 |05.05.2014|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |    8|BSA0650202000                 |01.06.2008|31.12.9999|VE DE BLOCAGE                           |CMP       |M     |
| 6 |    9|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 6 |   10|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |   13|BSA0322496200                 |26.11.2009|31.12.9999|PLAQUETTE                               |CMP       |M     |
| 6 |   15|BSA0251276100                 |02.12.2009|31.12.9999|ETRIER                                  |CMP       |M     |
| 5 |    2|BSA0251197100                 |01.06.2008|31.12.9999|FIXATION DE GUIDE                       |CMP       |M     |
| 5 |    3|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |    4|BSA0251324500                 |01.06.2008|31.12.9999|ETRIER                                  |CMP       |M     |
| 5 |    5|BSA0322223400                 |01.06.2008|31.12.9999|EQUERRE PORTE-OUTIL                     |CMP       |M     |
| 5 |    6|BSA1007068700                 |01.06.2008|31.12.9999|RDL AC     8,2 / 16   X 3,5             |SCD       |M     |
| 5 |    7|BSA816008020                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |    8|BSA06260000RQ                 |05.05.2014|31.12.9999|FER DE PLIAGE                           |CMP       |M     |
| 6 |    1|BSA0626153901                 |01.06.2008|31.12.9999|ANGLE                                   |CMP       |M     |
| 7 |    1|BSA217743021                  |01.06.2008|31.12.9999|EQUERRE EGALE ETIREE 20X20X4            |RMA       |M     |
| 6 |    2|BSA0652195400                 |01.06.2008|31.12.9999|LAME                                    |CMP       |M     |
| 7 |    1|BSA246620020                  |01.06.2008|31.12.9999|BANDE 20X2                              |RMA       |M     |
| 5 |    9|BSA0322235500                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 6 |    1|BSA214520010                  |14.12.2009|31.12.9999|TOLE LAMINEE 3000X1500X10               |RMA       |M     |
| 5 |   10|BSA816008020                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 20            |SCC       |M     |
| 5 |   11|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   12|BSA0322259900                 |01.06.2008|31.12.9999|SUPPORT                                 |CMP       |M     |
| 5 |   13|BSA0322260000                 |01.06.2008|31.12.9999|LAME DE PLIAGE C.C.                     |CMP       |M     |
| 5 |   14|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |   15|BSA832808017                  |01.06.2008|31.12.9999|RDL AC     8,4 / 16   X 1,6             |SCC       |M     |
| 5 |   16|BSA0322260100                 |01.06.2008|31.12.9999|GUIDE                                   |CMP       |M     |
| 5 |   17|BSA1002108076                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 20                     |SCC       |M     |
| 5 |   18|BSA0322260400                 |01.06.2008|31.12.9999|GUIDE UHMW-PE 20 / 15 X 700             |CMP       |M     |
| 5 |   19|BSA0555003200                 |01.06.2008|31.12.9999|TIGE 200                                |CMP       |M     |
| 5 |   20|BSA0626246700                 |01.06.2008|31.12.9999|TUBE                                    |CMP       |M     |
| 5 |   21|BSA0626455600                 |01.06.2008|31.12.9999|GUIDE INFERIEUR                         |CMP       |M     |
| 6 |    1|BSA274510200                  |02.06.2010|31.12.9999|TOLE LAMINEE 3000X1500X2                |RMA       |M     |
| 5 |   22|BSA0626455700                 |01.06.2008|31.12.9999|EQUERRE                                 |CMP       |M     |
| 5 |   23|BSA1002108082                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 45                     |SCC       |M     |
| 5 |   24|BSA0627109600                 |01.06.2008|31.12.9999|TUBE CARRE                              |CMP       |M     |
| 5 |   25|BSA06330000NP                 |01.06.2008|31.12.9999|ETRIER                                  |GOC       |M     |
| 6 |    1|BSA0629159000                 |01.06.2008|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    2|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    3|BSA1002108079                 |01.06.2008|31.12.9999|VIS MOLETEE M8 X 30                     |SCC       |M     |
| 6 |    4|BSA1007041000                 |01.06.2008|31.12.9999|RDL ROTULE FORM C M8 DIN 6319           |SCC       |M     |
| 6 |    5|BSA1007041600                 |01.06.2008|31.12.9999|RDL ROTULE FORM D M8 DIN 6319           |SCC       |M     |
| 6 |    6|BSA1017100607                 |01.06.2008|31.12.9999|RESSORT COMPR. D=0.6 DM=11 L0=26        |SCC       |M     |
| 6 |    7|BSA870102016                  |01.06.2008|31.12.9999|GOUP EL LOURDE  2   X  16               |SCC       |M     |
| 5 |   26|BSA816008030                  |01.06.2008|31.12.9999|V TR 6P         M 8     X 30            |SCC       |M     |
| 5 |   27|BSA06500000XJ                 |05.05.2014|31.12.9999|ETRIER                                  |CMP       |M     |
| 6 |    1|BSA0650182600                 |01.06.2008|31.12.9999|PLOT                                    |CMP       |M     |
| 6 |    2|BSA0650202000                 |01.06.2008|31.12.9999|VE DE BLOCAGE                           |CMP       |M     |
